,subject,word,s2_value,in.cs,order,num_eval,highest_value_so_far,did_continue_eval,is_in_order,rank
2337,AS1RGVFH2M3ET,DECEMBER,3,True,1.0,9,3,True,False,11
2657,AS1RGVFH2M3ET,JANUARY,14,True,6.0,9,22,True,False,7
278,AS1RGVFH2M3ET,SEPTEMBER,16,True,3.0,9,18,True,False,6
1765,AS1RGVFH2M3ET,FEBRUARY,2,True,7.0,9,22,True,False,12
279,ASB83F0JJMDZ9,SEPTEMBER,16,True,1.0,6,16,True,False,6
1222,ASB83F0JJMDZ9,NOVEMBER,22,True,3.0,6,22,True,False,2
2087,ASB83F0JJMDZ9,AUGUST,7,True,6.0,6,22,False,False,10
1766,ASB83F0JJMDZ9,FEBRUARY,2,True,2.0,6,16,True,False,12
2338,ASB83F0JJMDZ9,DECEMBER,3,True,5.0,6,22,True,False,11
2658,ASB83F0JJMDZ9,JANUARY,14,True,4.0,6,22,True,False,7
1767,ASC3Q74XYVYMF,FEBRUARY,2,True,2.0,4,3,True,False,12
280,ASC3Q74XYVYMF,SEPTEMBER,16,True,4.0,4,16,False,False,6
2339,ASC3Q74XYVYMF,DECEMBER,3,True,1.0,4,3,True,False,11
2659,ASC3Q74XYVYMF,JANUARY,14,True,3.0,4,14,True,False,7
1496,ASI87SMGFEGLK,APRIL,18,True,1.0,4,18,True,False,4
567,ASI87SMGFEGLK,OCTOBER,20,True,2.0,4,20,True,False,3
3082,ASI87SMGFEGLK,JUNE,14,True,3.0,4,20,True,False,8
1935,ASI87SMGFEGLK,JULY,12,True,4.0,4,20,False,False,9
2340,ASVRLMDNQBUD9,DECEMBER,3,True,3.0,3,16,False,False,11
281,ASVRLMDNQBUD9,SEPTEMBER,16,True,1.0,3,16,True,False,6
2088,ASVRLMDNQBUD9,AUGUST,7,True,2.0,3,16,True,False,10
2660,ASY5W2HJPIPF4,JANUARY,14,True,2.0,12,22,True,False,7
874,ASY5W2HJPIPF4,MARCH,18,True,4.0,12,22,True,False,5
1223,ASY5W2HJPIPF4,NOVEMBER,22,True,1.0,12,22,True,False,2
1936,ASY5W2HJPIPF4,JULY,12,True,8.0,12,25,True,False,9
282,ASY5W2HJPIPF4,SEPTEMBER,16,True,10.0,12,25,True,False,6
1497,ASY5W2HJPIPF4,APRIL,18,True,5.0,12,22,True,False,4
1768,ASY5W2HJPIPF4,FEBRUARY,2,True,3.0,12,22,True,False,12
2916,ASY5W2HJPIPF4,MAY,25,True,6.0,12,25,True,False,1
568,ASY5W2HJPIPF4,OCTOBER,20,True,11.0,12,25,True,False,3
2341,ASY5W2HJPIPF4,DECEMBER,3,True,12.0,12,25,False,False,11
2089,ASY5W2HJPIPF4,AUGUST,7,True,9.0,12,25,True,False,10
3083,ASY5W2HJPIPF4,JUNE,14,True,7.0,12,25,True,False,8
1769,AT3G8S6WF9F1C,FEBRUARY,2,True,4.0,6,18,True,False,12
1498,AT3G8S6WF9F1C,APRIL,18,True,1.0,6,18,True,False,4
2661,AT3G8S6WF9F1C,JANUARY,14,True,3.0,6,18,True,False,7
2917,AT3G8S6WF9F1C,MAY,25,True,6.0,6,25,False,False,1
875,AT3G8S6WF9F1C,MARCH,18,True,5.0,6,18,True,False,5
2090,AT3G8S6WF9F1C,AUGUST,7,True,2.0,6,18,True,False,10
2918,AT5279Q4D0BY9,MAY,25,True,3.0,3,25,False,False,1
3084,AT5279Q4D0BY9,JUNE,14,True,1.0,3,14,True,False,8
1937,AT5279Q4D0BY9,JULY,12,True,2.0,3,14,True,False,9
1224,AT84QRN7F1MCZ,NOVEMBER,22,True,1.0,1,22,False,False,2
2919,ATN9RXPPFILIG,MAY,25,True,1.0,1,25,False,False,1
283,ATO2NB5K2MT26,SEPTEMBER,16,True,2.0,2,16,False,False,6
1938,ATO2NB5K2MT26,JULY,12,True,1.0,2,12,True,False,9
2342,AU2GZVXN1K76W,DECEMBER,3,True,2.0,5,3,True,False,11
876,AU2GZVXN1K76W,MARCH,18,True,4.0,5,18,True,False,5
1225,AU2GZVXN1K76W,NOVEMBER,22,True,5.0,5,22,False,False,2
1770,AU2GZVXN1K76W,FEBRUARY,2,True,1.0,5,2,True,False,12
2091,AU2GZVXN1K76W,AUGUST,7,True,3.0,5,7,True,False,10
2092,AU3EV1ZS4045M,AUGUST,7,True,2.0,4,16,True,False,10
284,AU3EV1ZS4045M,SEPTEMBER,16,True,1.0,4,16,True,False,6
2343,AU3EV1ZS4045M,DECEMBER,3,True,4.0,4,22,False,False,11
1226,AU3EV1ZS4045M,NOVEMBER,22,True,3.0,4,22,True,False,2
877,AU418BPG5PQ9I,MARCH,18,True,1.0,4,18,True,False,5
1227,AU418BPG5PQ9I,NOVEMBER,22,True,4.0,4,25,False,False,2
2920,AU418BPG5PQ9I,MAY,25,True,3.0,4,25,True,False,1
1499,AU418BPG5PQ9I,APRIL,18,True,2.0,4,18,True,False,4
2921,AU6MY1IDTX9OZ,MAY,25,True,1.0,1,25,False,False,1
2344,AU90M1IFH25IY,DECEMBER,3,True,2.0,2,20,False,False,11
569,AU90M1IFH25IY,OCTOBER,20,True,1.0,2,20,True,False,3
1500,AUBIH6UELJYF1,APRIL,18,True,5.0,5,25,False,False,4
2922,AUBIH6UELJYF1,MAY,25,True,3.0,5,25,True,False,1
285,AUBIH6UELJYF1,SEPTEMBER,16,True,1.0,5,16,True,False,6
1939,AUBIH6UELJYF1,JULY,12,True,4.0,5,25,True,False,9
3085,AUBIH6UELJYF1,JUNE,14,True,2.0,5,16,True,False,8
1228,AUOOM0L9EM9KW,NOVEMBER,22,True,2.0,2,25,False,False,2
2923,AUOOM0L9EM9KW,MAY,25,True,1.0,2,25,True,False,1
1501,AUV0VGFUTKDSS,APRIL,18,True,2.0,2,20,False,False,4
570,AUV0VGFUTKDSS,OCTOBER,20,True,1.0,2,20,True,False,3
286,AUY1BHG95025D,SEPTEMBER,16,True,2.0,7,18,True,False,6
2662,AUY1BHG95025D,JANUARY,14,True,5.0,7,22,True,False,7
571,AUY1BHG95025D,OCTOBER,20,True,3.0,7,20,True,False,3
1771,AUY1BHG95025D,FEBRUARY,2,True,6.0,7,22,True,False,12
878,AUY1BHG95025D,MARCH,18,True,1.0,7,18,True,False,5
2924,AUY1BHG95025D,MAY,25,True,7.0,7,25,False,False,1
1229,AUY1BHG95025D,NOVEMBER,22,True,4.0,7,22,True,False,2
2663,AVKAM31Y745Y4,JANUARY,14,True,3.0,4,18,True,False,7
1502,AVKAM31Y745Y4,APRIL,18,True,2.0,4,18,True,False,4
3086,AVKAM31Y745Y4,JUNE,14,True,4.0,4,18,False,False,8
287,AVKAM31Y745Y4,SEPTEMBER,16,True,1.0,4,16,True,False,6
1230,AVL8NX27320P,NOVEMBER,22,True,10.0,10,22,False,False,2
3087,AVL8NX27320P,JUNE,14,True,5.0,10,18,True,False,8
1772,AVL8NX27320P,FEBRUARY,2,True,2.0,10,14,True,False,12
1940,AVL8NX27320P,JULY,12,True,6.0,10,18,True,False,9
879,AVL8NX27320P,MARCH,18,True,3.0,10,18,True,False,5
1503,AVL8NX27320P,APRIL,18,True,4.0,10,18,True,False,4
572,AVL8NX27320P,OCTOBER,20,True,7.0,10,20,True,False,3
2345,AVL8NX27320P,DECEMBER,3,True,8.0,10,20,True,False,11
2664,AVL8NX27320P,JANUARY,14,True,1.0,10,14,True,False,7
288,AVL8NX27320P,SEPTEMBER,16,True,9.0,10,20,True,False,6
2346,AVPUNWXD9KN2J,DECEMBER,3,True,1.0,1,3,False,False,11
2347,AVYTABWGYEZKA,DECEMBER,3,True,3.0,6,14,True,False,11
1773,AVYTABWGYEZKA,FEBRUARY,2,True,2.0,6,14,True,False,12
2093,AVYTABWGYEZKA,AUGUST,7,True,6.0,6,20,False,False,10
2665,AVYTABWGYEZKA,JANUARY,14,True,1.0,6,14,True,False,7
289,AVYTABWGYEZKA,SEPTEMBER,16,True,5.0,6,20,True,False,6
573,AVYTABWGYEZKA,OCTOBER,20,True,4.0,6,20,True,False,3
880,AWANQUT58LJPU,MARCH,18,True,2.0,5,18,True,False,5
290,AWANQUT58LJPU,SEPTEMBER,16,True,3.0,5,18,True,False,6
1504,AWANQUT58LJPU,APRIL,18,True,5.0,5,22,False,False,4
1231,AWANQUT58LJPU,NOVEMBER,22,True,4.0,5,22,True,False,2
2666,AWANQUT58LJPU,JANUARY,14,True,1.0,5,14,True,False,7
3088,AWBXHIHEYDUH6,JUNE,14,True,3.0,3,18,False,False,8
881,AWBXHIHEYDUH6,MARCH,18,True,1.0,3,18,True,False,5
1505,AWBXHIHEYDUH6,APRIL,18,True,2.0,3,18,True,False,4
291,AWFZSVXPX1XWB,SEPTEMBER,16,True,4.0,5,16,True,False,6
3089,AWFZSVXPX1XWB,JUNE,14,True,2.0,5,14,True,False,8
2667,AWFZSVXPX1XWB,JANUARY,14,True,1.0,5,14,True,False,7
574,AWFZSVXPX1XWB,OCTOBER,20,True,5.0,5,20,False,False,3
2094,AWFZSVXPX1XWB,AUGUST,7,True,3.0,5,14,True,False,10
882,AWKW1XRAUAPJQ,MARCH,18,True,2.0,3,18,True,False,5
2668,AWKW1XRAUAPJQ,JANUARY,14,True,3.0,3,18,False,False,7
2348,AWKW1XRAUAPJQ,DECEMBER,3,True,1.0,3,3,True,False,11
1941,AWMMACLW60IAU,JULY,12,True,2.0,4,12,True,False,9
2349,AWMMACLW60IAU,DECEMBER,3,True,1.0,4,3,True,False,11
883,AWMMACLW60IAU,MARCH,18,True,4.0,4,18,False,False,5
1774,AWMMACLW60IAU,FEBRUARY,2,True,3.0,4,12,True,False,12
2925,AWNGYC25Q0DTF,MAY,25,True,2.0,2,25,False,False,1
1232,AWNGYC25Q0DTF,NOVEMBER,22,True,1.0,2,22,True,False,2
1233,AXM7I4TKT8QW7,NOVEMBER,22,True,3.0,3,22,False,False,2
884,AXM7I4TKT8QW7,MARCH,18,True,1.0,3,18,True,False,5
575,AXM7I4TKT8QW7,OCTOBER,20,True,2.0,3,20,True,False,3
2926,AY43MXZXGIOOG,MAY,25,True,5.0,5,25,False,False,1
1234,AY43MXZXGIOOG,NOVEMBER,22,True,1.0,5,22,True,False,2
292,AY43MXZXGIOOG,SEPTEMBER,16,True,3.0,5,22,True,False,6
2350,AY43MXZXGIOOG,DECEMBER,3,True,2.0,5,22,True,False,11
1506,AY43MXZXGIOOG,APRIL,18,True,4.0,5,22,True,False,4
293,AYLYPUM9YFXXO,SEPTEMBER,16,True,2.0,3,16,True,False,6
2351,AYLYPUM9YFXXO,DECEMBER,3,True,1.0,3,3,True,False,11
1235,AYLYPUM9YFXXO,NOVEMBER,22,True,3.0,3,22,False,False,2
1236,AYSZ8OLE0JQ69,NOVEMBER,22,True,9.0,10,25,True,False,2
2927,AYSZ8OLE0JQ69,MAY,25,True,5.0,10,25,True,False,1
294,AYSZ8OLE0JQ69,SEPTEMBER,16,True,7.0,10,25,True,False,6
885,AYSZ8OLE0JQ69,MARCH,18,True,3.0,10,18,True,False,5
576,AYSZ8OLE0JQ69,OCTOBER,20,True,8.0,10,25,True,False,3
1775,AYSZ8OLE0JQ69,FEBRUARY,2,True,2.0,10,14,True,False,12
1507,AYSZ8OLE0JQ69,APRIL,18,True,4.0,10,18,True,False,4
2669,AYSZ8OLE0JQ69,JANUARY,14,True,1.0,10,14,True,False,7
2352,AYSZ8OLE0JQ69,DECEMBER,3,True,10.0,10,25,False,False,11
3090,AYSZ8OLE0JQ69,JUNE,14,True,6.0,10,25,True,False,8
577,AYUREWGFQG5JV,OCTOBER,20,True,3.0,4,20,True,False,3
295,AYUREWGFQG5JV,SEPTEMBER,16,True,2.0,4,16,True,False,6
2095,AYUREWGFQG5JV,AUGUST,7,True,1.0,4,7,True,False,10
2928,AYUREWGFQG5JV,MAY,25,True,4.0,4,25,False,False,1
1942,AZ4TQY4ZUPWLQ,JULY,12,True,7.0,8,22,True,False,9
1508,AZ4TQY4ZUPWLQ,APRIL,18,True,5.0,8,22,True,False,4
296,AZ4TQY4ZUPWLQ,SEPTEMBER,16,True,1.0,8,16,True,False,6
886,AZ4TQY4ZUPWLQ,MARCH,18,True,4.0,8,22,True,False,5
2670,AZ4TQY4ZUPWLQ,JANUARY,14,True,8.0,8,22,False,False,7
1237,AZ4TQY4ZUPWLQ,NOVEMBER,22,True,3.0,8,22,True,False,2
3091,AZ4TQY4ZUPWLQ,JUNE,14,True,6.0,8,22,True,False,8
578,AZ4TQY4ZUPWLQ,OCTOBER,20,True,2.0,8,20,True,False,3
1509,AZ8WW23R33U6I,APRIL,18,True,4.0,5,18,True,False,4
1776,AZ8WW23R33U6I,FEBRUARY,2,True,2.0,5,14,True,False,12
1238,AZ8WW23R33U6I,NOVEMBER,22,True,5.0,5,22,False,False,2
887,AZ8WW23R33U6I,MARCH,18,True,3.0,5,18,True,False,5
2671,AZ8WW23R33U6I,JANUARY,14,True,1.0,5,14,True,False,7
1510,AZ9JUQYOJVTVE,APRIL,18,True,1.0,2,18,True,False,4
888,AZ9JUQYOJVTVE,MARCH,18,True,2.0,2,18,False,False,5
579,AZDRL4DHGSP1U,OCTOBER,20,True,1.0,2,20,True,False,3
2353,AZDRL4DHGSP1U,DECEMBER,3,True,2.0,2,20,False,False,11
1239,AZEAS10Q6ND5N,NOVEMBER,22,True,2.0,2,22,False,False,2
2354,AZEAS10Q6ND5N,DECEMBER,3,True,1.0,2,3,True,False,11
2929,AZK6GRV4SXGLI,MAY,25,True,1.0,1,25,False,False,1
3092,AZL871S7SZCNS,JUNE,14,True,1.0,2,14,True,False,8
2355,AZL871S7SZCNS,DECEMBER,3,True,2.0,2,14,False,False,11
297,AZPDS7GD4ICN2,SEPTEMBER,16,True,4.0,4,20,False,False,6
1777,AZPDS7GD4ICN2,FEBRUARY,2,True,3.0,4,20,True,False,12
580,AZPDS7GD4ICN2,OCTOBER,20,True,1.0,4,20,True,False,3
2356,AZPDS7GD4ICN2,DECEMBER,3,True,2.0,4,20,True,False,11
2930,AZU9K0FD5U826,MAY,25,True,5.0,8,25,True,False,1
889,AZU9K0FD5U826,MARCH,18,True,3.0,8,18,True,False,5
2357,AZU9K0FD5U826,DECEMBER,3,True,7.0,8,25,True,False,11
1240,AZU9K0FD5U826,NOVEMBER,22,True,8.0,8,25,False,False,2
1511,AZU9K0FD5U826,APRIL,18,True,4.0,8,18,True,False,4
2672,AZU9K0FD5U826,JANUARY,14,True,1.0,8,14,True,False,7
1778,AZU9K0FD5U826,FEBRUARY,2,True,2.0,8,14,True,False,12
1943,AZU9K0FD5U826,JULY,12,True,6.0,8,25,True,False,9
